DATE,Temperature,Salinity,Oxygen,Turbidity,AirTemp,WindSpeed
1/22/2005,0.3354,27.7792,13.6,3.6458,-4.337,2.7979
1/23/2005,-0.3187,28.3438,12.5542,2.2292,-3.3214,5.9646
1/24/2005,-0.6937,28.1854,11.8687,2.2292,-5.5542,4.3146
1/25/2005,-0.4542,26.7729,11.5771,2.6042,-5.4479,2.8896
1/26/2005,-0.8333,28.6021,11.9875,2.0833,-2.0708,2.4583
1/27/2005,-0.6646,27.9812,11.2604,2.25,-5.8619,3.7313
1/28/2005,-0.4271,26.4354,10.9958,2.7917,-6.6273,3.3562
1/29/2005,-0.3333,26.6896,11.125,2.9583,-1.9533,1.6292
1/30/2005,-0.6104,28.3354,11.7958,1.9583,-0.1271,1.6542
1/31/2005,-0.5042,28.5646,12.2083,2.0625,-1.2292,1.9333
2/1/2005,-0.0062,27.7542,12.1271,2.125,-1.8919,1.2542
2/2/2005,0.1542,27.2583,12.3896,1.9583,-0.4146,1.7917
2/3/2005,0.0896,27.9833,12.975,1.9167,2.4583,1.6875
2/4/2005,0.1937,28.1792,13.1188,2.2292,2.3042,2.4687
2/5/2005,0.6792,28.0396,13.6438,2.375,5.0167,2.45
2/6/2005,1.2,27.9896,14.3667,2.2917,3.8687,2.225
2/7/2005,1.6292,27.9479,14.5437,2.2083,3.2375,1.1688
2/8/2005,1.7938,27.9146,14.475,2.25,2.6083,0.7792
2/9/2005,1.8125,27.9833,14.3813,2.4792,3.9167,0.7937
2/10/2005,1.9708,27.6167,13.6604,2.9375,3.3875,2.4354
2/11/2005,2.1625,27.5188,13.2729,3.1667,-0.5729,4.7917
2/12/2005,2.3583,27.1292,13.8021,3,0.5771,2.5792
2/13/2005,2.3437,27.2771,13.7729,2.9375,0.7625,2.0146
2/14/2005,2.8063,26.9521,13.9354,2.9583,0.1542,2.2167
2/15/2005,3.4063,26.7708,14.0667,2.8542,5.975,2.2625
2/16/2005,4.2896,25.8687,13.7979,2.6667,4.5146,1.9208
2/17/2005,4.7792,26.8417,13.3958,2.4167,1.3687,1.9771
2/18/2005,4.6292,27.525,13.2229,2.4375,-2.0688,3.4687
2/19/2005,4.0667,27.4687,13.3625,2.5208,-5.0206,2.5333
2/20/2005,3.6813,27.2104,13.6125,3.0833,-2.4875,2.3667
2/21/2005,3.0271,27.7333,13.2125,2.7708,-0.4667,3.0437
2/22/2005,1.7562,28.3833,12.3354,2.9167,0.9896,2.0937
2/23/2005,2.1563,28.1833,13.1292,4.0833,0.4063,2.2563
2/24/2005,2.9104,27.5792,13.8208,3.7917,-4.0875,1.9479
2/25/2005,2.1104,28.0833,13.3979,3.4375,-3.4146,2.2188
2/26/2005,2.3687,27.2937,14.0667,4.0625,-1.7821,1.8833
2/27/2005,3.3936,26.034,15.0489,5.7447,-2.2787,3.0617
2/28/2005,3.1042,27.0271,14.25,6.0833,-1.2771,2.275
3/1/2005,1.9208,27.8396,12.9187,5.625,-0.2042,2.6979
3/2/2005,2.0085,27.6723,14.0596,7.4255,-1,3.8404
3/3/2005,2.7468,27.1043,14.9638,7.6383,-3.4404,4.083
3/4/2005,2.8404,27.0723,15.0638,9.8936,-3.0383,3
3/5/2005,3.0364,27.3023,15.2818,7.9545,-0.6045,2.0614
3/6/2005,3.8979,26.5085,15.4766,8.9787,1.1298,2.2723
3/7/2005,4.034,27.0532,15.4362,10.4468,5.2128,2.2
3/8/2005,4.1354,27.1292,12.4458,8.9583,4.3333,3.6417
3/9/2005,3.3733,17.5356,12.54,9.1556,-5.2538,5.54
3/10/2005,1.9979,25.3875,13.3021,9.0625,-4.0729,2.2792
3/11/2005,1.4563,26.8937,13.0583,11.6875,-1.5745,1.5875
3/12/2005,1.517,27.7489,12.1,11.1915,1.5617,1.2681
3/13/2005,1.5553,28.1128,13.1362,11.9787,0.834,1.1915
3/14/2005,2.6396,27.8104,15.3,11.4167,1.0125,3.0021
3/15/2005,3.9348,27.9109,15.4239,9.6304,2.6413,3.2478
3/16/2005,4.6267,28.2467,15.5444,6.9778,2.1289,2.5444
3/17/2005,5.7125,27.6562,16.9354,7.1042,1.5125,1.9708
3/18/2005,5.6378,28.18,15.8956,5.4222,2.0711,1.2
3/19/2005,6.5958,27.375,17.0313,5.6875,2.8396,2.6417
3/20/2005,6.5239,27.8174,16.263,7,2.6652,1.2652
3/21/2005,6.1958,28.2542,13.2375,5.6042,3.1438,1.2958
3/22/2005,6.3978,27.563,15.2739,5.9565,3.737,2.0087
3/23/2005,6.0833,27.9729,14.8292,6.2708,3.6021,2.3542
3/24/2005,4.8604,27.9917,12.1104,6.9375,1.7208,2.7104
3/25/2005,4.8681,27.2489,14.9319,9.617,4.383,1.2787
3/26/2005,6.1667,27.3729,16.2521,7.6042,2.6312,1.7604
3/27/2005,7.1542,26.6604,18.7646,6.0208,2.4437,1.2458
3/28/2005,7.5133,26.2756,14.8622,5.5333,6.5933,2.9444
3/29/2005,7.2196,26.3391,10.1761,5.413,7.2696,3.213
3/30/2005,7.4935,26.1891,12.9848,7.4783,6.5761,2.8065
3/31/2005,8.0979,27.1271,13.0104,5.4792,4.5479,1.4937
4/1/2005,8.8021,27.3479,14.5187,4.3958,4.875,1.5104
4/2/2005,9.1771,27.4979,11.3979,5.9583,6.7625,4.3208
4/3/2005,9.1065,26.3978,10.8217,3.8261,7.663,2.9696
4/4/2005,9.5326,25.3022,12.5152,4.1087,6.6478,2.5891
4/5/2005,10.4745,25.5787,15.166,4.5532,7.634,1.6213
4/6/2005,10.9917,26.1833,14.3438,5.3125,8.0479,1.5521
4/7/2005,11.8543,24.6283,16.2304,5.4348,9.4319,2.4383
4/8/2005,11.4733,25.1422,11.7333,5.8889,7.6311,1.6333
4/9/2005,10.566,26.7553,12.2128,4.2979,7.5851,1.9681
4/10/2005,11.0333,27.025,13.9437,3.6875,6.8458,1.3438
4/11/2005,11.2489,27.4043,14.1808,3.6596,5.6404,2.2787
4/12/2005,11.0023,27.4512,11.8256,4,3.3186,2.2047
4/13/2005,10.425,27.6354,13.0437,3.6667,4.4812,1.6292
4/14/2005,10.7426,27.134,14.7851,3.8936,6.4043,2.1723
4/15/2005,10.9313,27.2562,13.7667,4.125,5.6896,2.2896
4/16/2005,11.2745,27.1234,13.2553,4.3617,6.2468,1.7511
4/17/2005,12.3375,26.0667,16.5333,4.125,7.7417,1.6792
4/18/2005,12.9167,26.9271,15.1521,3.9375,12.1917,2.0854
4/19/2005,13.5085,26.6425,14.3213,4.0638,11.2043,1.4979
4/20/2005,14.3804,26.563,14.2587,4.1522,13.6848,2.2174
4/21/2005,14.4,26.8375,12.3042,4.1042,8.3667,2.3083
4/22/2005,13.9907,26.4047,12.4093,4.1163,8.1465,1.707
4/23/2005,14.6953,25.7721,11.8209,3.7907,12.4279,3.0791
4/24/2005,14.8766,25.7723,7.7468,4.3404,11.1191,2.9149
4/25/2005,14.5767,22.1581,8.0767,3.9524,8.1279,3.2395
4/26/2005,14.2854,25.225,8.6958,3.2292,11.9604,1.9021
4/27/2005,13.7688,25.9063,7.0604,2.8958,11.1854,2.9625
4/28/2005,13.117,26.7915,6.2723,2.4894,11.1745,2.7787
4/29/2005,13.725,24.025,9.5375,2.7917,9.9313,2.7
4/30/2005,14.1234,24.7447,7.7553,2.2553,11.5064,2.2213
5/1/2005,13.4375,24.5771,6.6792,2.5208,11.8792,1.5708
5/2/2005,13.8958,23.1979,9.5,2.6875,10.7354,2.0521
5/3/2005,14.8523,24.5955,10.75,2.7727,9.7341,1.8318
5/4/2005,15.6978,25.5578,11.8689,2.5333,10.2,1.2911
5/5/2005,16.0458,26.5146,11.2542,5.0638,10.1437,1.6625
5/6/2005,15.6813,26.8229,10.3125,9.1458,8.8688,2.25
5/7/2005,12.6542,23.0771,8.4104,21.5625,7.0333,5.1146
5/8/2005,10.05,22.3562,8.9625,29.1489,6.8042,5.5667
5/9/2005,10.2625,26.5583,9.1625,18.6875,7.6833,3.175
5/10/2005,11.1667,27.7875,10.2438,4.9167,11.7333,1.2479
5/11/2005,13.1688,26.9458,12.3688,1.3542,10.5396,1.6958
5/12/2005,15.3271,26.0875,12.5,1.7083,11.35,2.3396
5/13/2005,16.0938,25.6646,9.2083,1.9375,8.9125,2.1688
5/14/2005,15.625,25.3938,8.1833,2.1875,10.7917,1.3854
5/15/2005,14.4021,27.475,8.5208,1.8125,11.6979,1.3646
5/16/2005,14.5188,27.7979,9.8771,1.7083,9.9375,1.6
5/17/2005,14.9896,27.4438,10.9167,1.7292,9.5125,1.1812
5/18/2005,15.35,27.3687,9.625,1.9375,9.1667,0.8542
5/19/2005,15.6708,27.0938,9.1833,9.3333,11.3167,1.3479
5/20/2005,16.1125,26.9229,10.5792,2.3542,11.6667,1.4062
5/21/2005,15.0521,27.4896,7.8958,2.1042,9,2.6812
5/22/2005,13.6687,27.5042,8.2125,2.0417,10.6063,2.7
5/23/2005,13.9604,28.2458,10.1375,1.8125,9.2271,1.9562
5/24/2005,13.4667,28.2625,8.2083,1.8958,7.9479,2.4833
5/25/2005,11.6229,27.4042,7.4396,2.1667,7.6229,3.7062
5/26/2005,10.7312,27.6771,9.3729,2.3404,9.2083,2.4958
5/27/2005,11.5604,27.1562,10.4646,1.8085,12.1271,1.4812
5/28/2005,13.4562,25.3583,12.3312,2.3404,15.5562,1.7896
5/29/2005,15.8979,25.7208,11.6937,1.8298,14.925,1.1083
5/30/2005,17.2468,25.2787,10.8809,1.9787,14.9553,1.3298
5/31/2005,18.2208,26.8042,11.3646,1.875,12.7521,1.5979
6/1/2005,17.8,26.9979,9.3875,1.9574,11.7417,1.4042
6/2/2005,18.3894,25.2979,10.6787,3.8478,12.4255,1.3787
6/3/2005,18.9289,25.3533,10.0244,2.3182,15.3178,1.2711
6/4/2005,19.2689,25.2755,9.6444,2.1136,16.8178,0.8289
6/5/2005,19.7773,25.4,10.025,2.6364,18.3977,0.9205
6/6/2005,20.4812,25.3875,9.2167,2.5745,16.3125,1.4437
6/7/2005,20.5048,23.7286,9.1333,2.3571,16.7667,2.181
6/8/2005,21.3578,25.2311,10.2933,4.9545,21.12,1.1422
6/9/2005,22.0083,25.4479,9.525,2.2083,20.4438,1.1896
6/10/2005,22.3917,23.7875,9.2937,4.8936,18.7167,2.0563
6/11/2005,22.1717,21.2043,8.7304,3,18.4696,1.8935
6/12/2005,22.6574,22.7468,8.2723,2.5319,18.7383,1.7957
6/13/2005,22.6174,24.9022,6.7087,2.0217,20.5783,1.463
6/14/2005,22.5783,25.9109,6.2217,2.1304,19.3261,1.5543
6/15/2005,21.4702,27.2617,4.8383,2.0638,12.21,2.4638
6/16/2005,19.9854,27.1396,5.6125,2.0625,                    ,1.4042
6/17/2005,20.5596,25.8064,8.583,2.0213,18.425,1.0792
6/18/2005,21.1896,26,6.9604,2.1458,15.5604,                    
6/19/2005,21.0667,25.6089,6.5911,2.8444,14.2289,                    
6/20/2005,21.0432,25.6182,7.4477,2.6818,14.2568,                    
6/21/2005,21.465,23.4875,10.6725,2.925,16.725,                    
6/22/2005,21.4089,26.12,4.8733,2.6444,18.0644,1.1769
6/23/2005,21.3283,25.3522,7.6935,2.8261,17.0674,1.687
6/24/2005,21.2283,22.2717,8.3848,1.7826,18.3935,1.8913
6/25/2005,21.9667,20.9021,9.15,2.125,20.7187,2.0917
6/26/2005,22.4979,22.6604,8.5583,2.2083,21.0375,1.4542
6/27/2005,23.3905,25.1548,8.5595,2.119,21.481,1.1048
6/28/2005,23.5833,24.8104,4.8667,1.625,20.6542,1.275
6/29/2005,23.3864,24.275,4.1773,1.9091,20.4386,1.7341
6/30/2005,23.0489,23.5128,2.1447,2.4468,19.8808,1.6213
7/1/2005,22.217,24.9234,0.7043,8.4043,19.3745,1.0851
7/2/2005,21.7275,22.8875,3.26,25.5,21.61,1.1525
7/3/2005,22.986,23.593,4.0395,24.6047,19.507,1.6442
7/4/2005,23.9022,22.7667,4.9511,22.2667,18.0578,1.0489
7/5/2005,23.9564,23.4,3.1359,20.1282,19.018,1.2949
7/6/2005,23.9462,26.3718,1.1538,4.5641,20.8487,1.1385
7/7/2005,22.5913,27.0261,2.5739,4.3696,15.2087,2.213
7/8/2005,20.6479,27.2812,2.8792,3.8958,15.9625,1.8062
7/9/2005,20.4558,25.4744,5.6488,3.8837,17.807,2.3372
7/10/2005,21.3886,23.8045,8.5818,6.0227,23.25,2.0341
7/11/2005,22.8681,25.3426,6.4447,5.4681,25.2319,1.4766
7/12/2005,24.2244,26.2733,8.0111,5.2889,20.04,1.4378
7/13/2005,24.5604,25.6292,7.1833,5.2917,17.8687,1.2896
7/14/2005,24.5979,24.617,5.9404,4.1702,21.3894,1.4957
7/15/2005,24.66,24.6533,4.9333,4.1778,22.88,1.16
7/16/2005,25.385,23.9425,6.54,5.3,21.1625,0.8975
7/17/2005,25.6073,23.9439,3.8366,5.6585,21.6293,1.1366
7/18/2005,25.2213,24.4872,2.3787,6.5319,23.5957,1.1511
7/19/2005,25.1949,24.8744,2.9359,11.3846,24.0641,1.3359
7/20/2005,26.0757,26.1,4.7892,12.6216,26.0973,1.2432
7/21/2005,26.7886,26.12,6.5857,10.3429,24.3943,1.0029
7/22/2005,27.2488,25.7829,7.2341,5.5122,25.4683,0.9122
7/23/2005,27.2467,25.86,6.98,5.1778,23.08,1.6978
7/24/2005,26.7841,25.8273,6.1341,5.1364,21.4,1.6523
7/25/2005,25.3065,23.4304,3.0457,4.9348,22.5304,2.3413
7/26/2005,24.9971,25.6088,4.1912,4.8824,23.5824,1.2441
7/27/2005,25.0419,24.1744,5.9256,4.0698,23.6442,2.1535
7/28/2005,25.5778,26.0956,5.1244,4.0222,20.3556,1.8311
7/29/2005,25.2455,25.4455,8.2045,4.0227,20.3545,1.4773
7/30/2005,25.319,24.1167,7.8643,4.0244,21.9929,0.8595
7/31/2005,25.1283,25.5478,4.2565,3.5652,20.1413,1.1217
8/1/2005,25.0475,24.99,5.105,4.2,21.35,1.0025
8/2/2005,25.375,25.3075,5.0025,4.4737,23.6825,1.1675
8/3/2005,26.1279,26.1907,5.0837,3.9302,24,1.3581
8/4/2005,26.75,25.4614,6.5182,3.8409,23.5773,1.1341
8/5/2005,27.0595,23.2243,6.6297,4.9143,24.3946,1.6973
8/6/2005,27.3511,24.1089,4.3867,5.7273,22.9422,1.3489
8/7/2005,26.7932,23.3273,4.8227,5.4048,21.6409,1.0023
8/8/2005,26.3744,23.0581,4.8698,5.35,23.8488,1.4093
8/9/2005,26.4085,24.383,1.6681,5.6383,24.0723,1.317
8/10/2005,26.3292,25.0729,0.5938,8.0625,23.7812,1.025
8/11/2005,26.5978,24.6667,2.4533,6.8,24.88,1.02
8/12/2005,27.3083,24.4312,3.7146,6.1042,23.3292,1.5354
8/13/2005,27.6341,22.7244,3.8732,6.122,25.1122,2.0756
8/14/2005,27.5808,23.117,1.7021,8.0638,25.2511,1.6702
8/15/2005,26.8667,26.0333,1.2375,6.6875,20.4208,1.5896
8/16/2005,25.1691,26.9809,3.1167,7.0238,20.0952,1.081
8/17/2005,25.0781,26.8951,5.4829,6.0976,21.7171,0.8341
8/18/2005,25.5333,27.1436,5.5821,5.7692,20.0949,1.1154
8/19/2005,25.0302,26.7628,5.8256,6.0238,20.4209,1.8884
8/20/2005,24.5191,26.6128,5.7787,5.3261,21.6702,1.1532
8/21/2005,24.4343,25.6057,4.0943,7.2286,22.9657,1.5057
8/22/2005,24.8487,26.8667,4.4256,6.6842,24.718,1.1026
8/23/2005,25.4231,27.2128,4.9487,10.7692,20.841,1.3
8/24/2005,25.313,27.3391,3.6543,8,18.4978,1.1348
8/25/2005,24.8745,27.2468,5.3681,5.8936,19.2915,1.5213
8/26/2005,24.7947,26.8842,5.0737,6.7297,21.5184,1.0579
8/27/2005,25.1907,26.0465,6.0721,7.2857,22.0674,1.1233
8/28/2005,25.6694,25.3861,4.25,6.5556,23.5333,1.5083
8/29/2005,25.4649,25.2676,1.6162,7.7838,24.1135,1.5459
8/30/2005,25.5396,26.9208,0.7271,6.8958,23.3521,1.1812
8/31/2005,25.093,24.3465,1.9605,9.9767,24.8698,2.4581
9/1/2005,25.675,24.5432,3.0295,9.6279,23.4818,1.7182
9/2/2005,26.3837,25.1372,4.8186,8.1628,22.0349,1.193
9/3/2005,26.4244,24.9844,5.9844,10.3864,22.3089,1.54
9/4/2005,26.1,25.5214,5.6048,7.4359,20.5643,1.3262
9/5/2005,25.3978,25.4652,5.05,6.7556,18.6348,1.337
9/6/2005,24.5957,26.2574,3.7638,7.9574,17.6128,1.2532
9/7/2005,24.4111,25.9667,6.0044,22.7333,17.4822,0.9933
9/8/2005,24.4439,24.9805,7.1195,6.2632,20.4122,1.161
9/9/2005,24.2792,26.1729,5.5812,8.4375,18.9125,1.3396
9/10/2005,23.575,26.5375,5.9917,6.9565,17.0083,1.3521
9/11/2005,23.0702,25.6106,5.466,9.3617,16.8681,1.4596
9/12/2005,22.5643,23.0595,6.4119,23.3333,21.9786,1.9976
9/13/2005,23.3333,27.075,7.025,9.8298,22.1313,1.1437
9/14/2005,23.8696,26.4065,7.7326,5.2391,23.0304,1.2609
9/15/2005,24.4125,27.0771,5.2896,5.7111,22.4958,0.9812
9/16/2005,23.9167,26.9646,3.3438,16.8085,20.6417,1.2417
9/17/2005,23.2437,26.5688,3.8333,13.6458,19.4833,1.6958
9/18/2005,23.1277,25.8021,6.0085,13,20.4787,0.8277
9/19/2005,23.5913,25.7304,5.4957,13.1429,19.6761,1.1
9/20/2005,23.1689,24.1222,4.5467,8.6364,22.1356,2.0933
9/21/2005,23.3512,25.1907,5.9465,14.2558,20.7581,1.7698
9/22/2005,23.36,25.4244,6.4556,12.3333,20.7711,1.3556
9/23/2005,23.3111,24.5933,6.8911,8.5,21.9,1.6378
9/24/2005,23.1319,26.0915,6.6489,38.4043,14.4851,1.3532
9/25/2005,22.0667,24.7229,7.4333,5.7447,15.7042,1.4958
9/26/2005,21.5283,21.5674,8.8522,4.9111,21.4196,2.6783
9/27/2005,21.8146,22.6042,8.7854,5.0889,18.7146,2.1562
9/28/2005,22.1851,25.0957,7.2638,6.3261,15.9532,1.4043
9/29/2005,21.6021,22.4362,9.2809,5.3404,18.4787,2.3915
9/30/2005,21.2521,24.1396,7.6083,4.9545,11.5813,1.0625
10/1/2005,20.8458,24.2625,8.1438,9.5417,13.825,0.8812
10/2/2005,20.7702,23.366,9.6447,7.9333,16.6128,0.6404
10/3/2005,20.9227,23.7432,7.3068,16,16.6409,0.7205
10/4/2005,20.7848,25.1326,7.0043,5.8913,16.066,0.6681
10/5/2005,20.6851,26.2191,6.5553,2.3191,18.3872,0.7043
10/6/2005,20.9125,25.5167,6.8396,3.2917,19.9979,0.9542
10/7/2005,21.3188,25.5354,5.6354,2.4468,21.2042,1.3208
10/8/2005,21.5022,23.25,5,2.3913,21.8957,1.987
10/9/2005,21.7104,23.7125,3.4583,3.1042,15.725,2.3938
10/10/2005,20.4688,26.6604,3.1146,2.25,13.5938,1.5292
10/11/2005,18.9792,26.5875,4.3,2.0625,13.6937,2.1333
10/12/2005,17.6354,27.0458,5.8063,2.0208,13.6458,2.8854
10/13/2005,16.8043,27.5283,6.4391,1.7778,14.8022,3.0043
10/14/2005,16.3723,27.0894,7.017,1.8261,16.1213,2.7957
10/15/2005,16.4833,26.65,7.1167,1.7708,15.2854,3.3792
10/16/2005,15.9187,22.3896,7.2021,2.5208,13.575,4.7
10/17/2005,15.5396,24.1854,8.8875,2.4792,13.0333,3.2687
10/18/2005,15.2021,25.9979,9.1896,1.9375,13.8604,1.9125
10/19/2005,15.4188,24.7333,10.1167,2.25,14.5396,2.4208
10/20/2005,15.3896,25.5,9.8104,2.2708,10.7292,1.8146
10/21/2005,15.4458,26.3333,9.8917,1.6667,8.5646,0.9896
10/22/2005,14.8396,26.9833,8.5292,1.6875,8.2125,1.6729
10/23/2005,13.8375,27.2271,7.25,1.3333,9.4917,2.6625
10/24/2005,13.4437,27.4687,8.3604,1.1042,8.4854,1.3708
10/25/2005,12.5875,26.7229,8.4208,1.8542,9.8333,3.7146
10/26/2005,12.2792,26.6625,9.1562,1.5208,6.8604,3.45
10/27/2005,12.6979,26.6229,10.9313,1.0625,6.9875,1.8313
10/28/2005,12.1917,26.7229,10.6437,1.1458,6.2833,1.5396
10/29/2005,11.1896,26.6417,9.3083,1.125,3.8062,2.4792
10/30/2005,10.5083,27.3167,9.8625,2.8125,9.9583,2.275
10/31/2005,11.2188,26.5458,12.0708,1.1042,12.4125,1.4292
11/1/2005,12.0938,24.9271,12.6437,1.1458,14.9042,2.0292
11/2/2005,12.5085,26.2957,14.1128,1.1905,11.9043,2.5447
11/3/2005,12.6292,24.8438,15.1917,                    ,11.5437,2.7604
11/4/2005,12.5771,25.1146,13.5854,                    ,14.5833,1.3313
11/5/2005,12.7458,26.5458,13.7375,                    ,15.2271,1.4292
11/6/2005,13.3708,26.2583,13.8625,                    ,15.6833,1.5792
11/7/2005,13.9958,25.8813,13.2917,                    ,14.2437,2.4854
11/8/2005,14.366,26.6128,13.8553,0,12.6787,1.8894
11/9/2005,13.9437,26.9146,14.1208,                    ,8.9229,2.3354
11/10/2005,13.5563,24.9375,12.675,2,10.1687,3.125
11/11/2005,12.8667,26.8083,12.3542,                    ,3.2042,2.4
11/12/2005,11.9312,27.1021,14.3188,2,4.0521,1.2042
11/13/2005,11.6979,25.8702,16.0851,                    ,11.3319,1.6915
11/14/2005,11.7438,25.0333,15.5,                    ,13.8083,2
11/15/2005,11.7687,26.5562,14.1792,                    ,11.275,1.8396
11/16/2005,12.7333,22.7479,12.825,                    ,17.0833,2.7917
11/17/2005,13.7354,25.6896,12.5563,34,7.8813,2.8542
11/18/2005,13.1208,26.7021,13.4417,1,2.1063,2.0979
11/19/2005,11.5604,26.9125,14.0938,                    ,2.9688,1.5375
11/20/2005,11.3396,26.4479,15.0417,4,9.3896,1.775
11/21/2005,10.8646,26.7687,16.0354,11,11.0021,1.1896
11/22/2005,10.3667,26.4542,14.5042,                    ,10.4083,2.8333
11/23/2005,10.5104,26.7146,13.0229,                    ,0.4542,2.5792
11/24/2005,10.0146,26.0125,14.2229,                    ,4.8958,2.8438
11/25/2005,9.2312,24.8104,14.2854,61,-1.8417,2.625
11/26/2005,8.3521,26.0042,17.1354,                    ,1.1937,0.9188
11/27/2005,7.3542,26.7458,16.9604,                    ,6.1562,0.9271
11/28/2005,7.85,26.7083,17.6938,9,9.7937,1.6542
11/29/2005,8.6652,26.237,18.8674,                    ,12.0065,2.5109
11/30/2005,9.3583,25.5729,17.5542,                    ,12.8375,2.4292
12/1/2005,9.7396,26.4229,14.0375,                    ,7.1167,2.4688
12/2/2005,9.6271,26.4958,13.5167,                    ,5.2625,3.2646
12/3/2005,9.3667,26.1063,14.9854,1.5,1.1708,4.6667
12/4/2005,6.7521,27.0187,15.6458,                    ,0.2438,1.8917
12/5/2005,6.0708,27.4729,15.0271,21.3333,0.1479,1.5042
12/6/2005,5.7958,27.4667,15.9646,1.3333,-0.5354,2.5042
12/7/2005,5.9064,26.7426,13.6192,1.5,-1.9085,4.5809
12/8/2005,4.3521,26.8667,11.7875,1.5625,-3.775,2.2542
12/9/2005,3.0787,25.5255,11.5638,1.8511,0.2383,3.7255
12/10/2005,2.9833,24.5729,11.1688,1.5833,1.9188,2.4979
12/11/2005,3.3729,26.8583,12.1021,1.1875,4.8292,1.8187
12/12/2005,4.2333,27.1854,12.3188,1.3333,2.7479,1.9979
12/13/2005,4.3875,27.2604,12.3042,1.2708,-5.0333,3.7438
12/14/2005,2.9312,27.15,12.0104,1.125,-5.4138,3.3646
12/15/2005,2.25,26.85,12.4667,1.1875,-0.5903,1.6104
12/16/2005,1.9396,26.6625,12.0458,1.0833,4.9979,4.0958
12/17/2005,2.4167,26.5021,11.8771,1.2292,1.4438,1.6
12/18/2005,2.9896,25.5604,12.3563,1.8333,-1.05,0.9854
12/19/2005,2.8458,25.9917,12.5313,2.0208,-1.2479,2.0125
12/20/2005,3.0708,25.9417,13.325,1.8333,-1.4312,3.6521
12/21/2005,2.6208,26.0187,13.775,2.125,-2.8979,1.8708
12/22/2005,2.5396,26.3792,13.8167,2.1667,-0.025,2.4458
12/23/2005,2.7271,26.3917,15.05,1.4792,5.2771,2.1625
12/24/2005,2.9167,26.6708,15.4396,1.3125,6.475,1.3167
12/25/2005,3.6521,26.7542,14.7146,1.7917,5.1667,1.4104
12/26/2005,4.3958,26.8167,13.4104,1.3542,7.5833,2.1021
12/27/2005,4.9417,27.1417,13.3729,1.2708,1.6854,4.1375
12/28/2005,4.8583,26.6938,13.8667,1.5,2.7125,1.1417
12/29/2005,4.4917,27.1188,12.9146,1.1458,7.4625,1.9021
12/30/2005,4.6625,27.2458,11.6792,1.3125,5.0104,2.9729
12/31/2005,4.7813,26.9917,11.6667,1.5417,-0.0458,1.0729
1/1/2006,4.1667,27.1021,11.3292,1.5833,0.7542,1.0417
1/2/2006,4.0729,27.0562,11.7187,1.6875,2.8292,0.6292
1/3/2006,3.9438,27.0646,10.9792,1.75,2.1917,3.2021
1/4/2006,3.3958,26.3854,11.3667,2.0208,2.9896,2.0458
1/5/2006,3.4083,26.5667,11.0771,1.2708,2.8854,1.325
1/6/2006,3.5875,26.3708,11.1542,1.4375,2.6208,1.375
1/7/2006,3.9833,26.2146,12.2521,1.5,-1.2229,2.0042
1/8/2006,3.825,26.0833,12.0937,1.6458,-0.1813,0.7604
1/9/2006,3.9979,24.9229,12.8479,1.75,5.7812,2.3542
1/10/2006,4.5833,25.1542,14.0458,1.9167,4.5354,1.8208
1/11/2006,5.1188,25.3354,14.0917,2.125,7.2417,1.7438
1/12/2006,5.9646,23.3479,13.0938,2.0833,8.2312,2.3167
1/13/2006,6.1188,26.2042,12.8854,2,7.2688,1.1375
1/14/2006,6.3604,25.725,11.3396,1.8542,9.425,2.3125
1/15/2006,6.425,26.1042,10.0938,1.9167,-0.485,4.85
1/16/2006,4.9437,25.4187,10.5917,2,-2.763,5.0479
1/17/2006,3.6417,25.4729,12.0938,2.0833,0.3542,2.2646
1/18/2006,3.6854,23.1708,12.1292,1.9792,7.0729,4.8562
1/19/2006,4.8792,12.5542,11.1625,2.9375,3.4771,3.3937
1/20/2006,5.1021,22.3542,11.7313,2.0833,7.6,2.5333
1/21/2006,5.6167,22.5354,11.6896,2,8.1062,3.3167
1/22/2006,6.4583,23.6083,11.2604,2.1458,1.0021,1.8062
1/23/2006,5.8125,24.9417,10.8625,1.5417,2.8826,3.0792
1/24/2006,5,26.5437,11.1313,1.0417,2.4125,1.4563
1/25/2006,5.3354,27.2,11.7854,1.0833,3.4437,2.3729
1/26/2006,5.425,27.2625,12.35,1.0833,0.4042,3.7687
1/27/2006,4.6208,26.9854,12.0417,1.2292,-0.8625,3.3
1/28/2006,4.7708,26.3417,12.3271,1.2708,5.4042,2.5833
1/29/2006,4.2604,27.0167,12.9,1.125,5.7271,1.4042
1/30/2006,4.3625,27.1167,11.9521,1.5625,6.0146,1.2667
1/31/2006,4.6146,27.7021,10.7625,1.5,3.5562,3.2375
2/1/2006,4.4542,27.6979,10.9917,1.2083,1.7042,2.4333
2/2/2006,4.6771,27.6604,11.7083,1.3125,2.8021,0.8396
2/3/2006,5.0688,26.7708,11.6208,1.5417,7.1896,3.2521
2/4/2006,5.5833,26.6187,11.3292,1.2083,6.3062,1.5958
2/5/2006,6.375,25.0146,11.3833,1.0208,7.6083,2.7125
2/6/2006,6.6818,23.2955,10.7727,1.0455,2.9646,4.0792
2/7/2006,5.8,25.537,11.8741,1,1.7604,3.8208
2/8/2006,4.8292,26.3458,12.0958,1.0833,-2.1938,2.125
2/9/2006,4.7187,27.8583,12.3708,1.0208,-2.8042,1.7125
